Time [s];	Voltage [V];	Current [A]
+2.2259999999999999E+02;	+4.0158561407382241E+00;	+3.9586811803275218E-01
+2.2280000000000001E+02;	+4.0158555450620490E+00;	+3.9524204788211587E-01
+2.2300000000000000E+02;	+4.0158563392969482E+00;	+3.9468991014036581E-01
+2.2319999999999999E+02;	+4.0158624946174344E+00;	+3.9420996930494617E-01
+2.2340000000000001E+02;	+4.0158642816459631E+00;	+3.9366879002219274E-01
+2.2359999999999999E+02;	+4.0158609061476325E+00;	+3.9309800802441242E-01
+2.2380000000000001E+02;	+4.0158620974999844E+00;	+3.9256426660975619E-01
+2.2400000000000000E+02;	+4.0158700398489984E+00;	+3.9205804530705968E-01
+2.2419999999999999E+02;	+4.0158716283188012E+00;	+3.9151314709025758E-01
+2.2440000000000001E+02;	+4.0158664657919418E+00;	+3.9096924058920179E-01
+2.2459999999999999E+02;	+4.0158644802046881E+00;	+3.9042097053886238E-01
+2.2480000000000001E+02;	+4.0158803649027170E+00;	+3.9006910979207676E-01
+2.2500000000000000E+02;	+4.0158692456140974E+00;	+3.8948776602159829E-01
+2.2519999999999999E+02;	+4.0158750038171327E+00;	+3.8897732992698009E-01
+2.2540000000000001E+02;	+4.0158704369664493E+00;	+3.8844968756416359E-01
+2.2559999999999999E+02;	+4.0158767908456605E+00;	+3.8800197749049853E-01
+2.2580000000000001E+02;	+4.0158682528204706E+00;	+3.8746342625447272E-01
+2.2600000000000000E+02;	+4.0158799677852661E+00;	+3.8707472326771225E-01
+2.2619999999999999E+02;	+4.0158640830872381E+00;	+3.8648227228087534E-01
+2.2640000000000001E+02;	+4.0158757980520337E+00;	+3.8608677604125269E-01
+2.2659999999999999E+02;	+4.0158763937282105E+00;	+3.8566004075562166E-01
+2.2680000000000001E+02;	+4.0158763937282096E+00;	+3.8506907734240431E-01
+2.2700000000000000E+02;	+4.0158746066996818E+00;	+3.8466420938897916E-01
+2.2719999999999999E+02;	+4.0158680542617446E+00;	+3.8416879778791729E-01
+2.2740000000000001E+02;	+4.0158706355251743E+00;	+3.8376174805985025E-01
+2.2759999999999999E+02;	+4.0158734153473299E+00;	+3.8327308012586309E-01
+2.2780000000000001E+02;	+4.0158728196711531E+00;	+3.8286429489524015E-01
+2.2800000000000000E+02;	+4.0158738124647799E+00;	+3.8240205618589185E-01
+2.2819999999999999E+02;	+4.0158706355251743E+00;	+3.8193064410589034E-01
+2.2840000000000001E+02;	+4.0158662672332168E+00;	+3.8138812600687938E-01
+2.2859999999999999E+02;	+4.0158742095822317E+00;	+3.8105624833238161E-01
+2.2880000000000001E+02;	+4.0158702384077243E+00;	+3.8059073696107054E-01
+2.2900000000000000E+02;	+4.0158664657919418E+00;	+3.8011228369927025E-01
+2.2919999999999999E+02;	+4.0158692456140974E+00;	+3.7970796118950556E-01
+2.2940000000000001E+02;	+4.0158624946174353E+00;	+3.7926337502044133E-01
+2.2959999999999999E+02;	+4.0158694441728224E+00;	+3.7891315060463704E-01
+2.2980000000000001E+02;	+4.0158664657919418E+00;	+3.7844129225254969E-01
+2.3000000000000000E+02;	+4.0158736139060549E+00;	+3.7809850570484266E-01
+2.3019999999999999E+02;	+4.0158668629093937E+00;	+3.7759392073312753E-01
+2.3040000000000001E+02;	+4.0158748052584068E+00;	+3.7723015939738636E-01
+2.3059999999999999E+02;	+4.0158650758808649E+00;	+3.7672775620031307E-01
+2.3080000000000001E+02;	+4.0158668629093928E+00;	+3.7639870491569222E-01
+2.3100000000000000E+02;	+4.0158702384077243E+00;	+3.7600434914917780E-01
+2.3119999999999999E+02;	+4.0158672600268437E+00;	+3.7558381208696123E-01
+2.3140000000000001E+02;	+4.0158636859697872E+00;	+3.7517537395684952E-01
+2.3159999999999999E+02;	+4.0158626931761612E+00;	+3.7477749759943574E-01
+2.3180000000000001E+02;	+4.0158577292080269E+00;	+3.7437585272218604E-01
+2.3200000000000000E+02;	+4.0158563392969500E+00;	+3.7404333043245314E-01
+2.3219999999999999E+02;	+4.0158591191191038E+00;	+3.7361714059048268E-01
+2.3240000000000001E+02;	+4.0158650758808649E+00;	+3.7323969357744263E-01
+2.3259999999999999E+02;	+4.0158636859697872E+00;	+3.7285991603239882E-01
+2.3280000000000001E+02;	+4.0158577292080260E+00;	+3.7244354417631670E-01
+2.3300000000000000E+02;	+4.0158573320905759E+00;	+3.7205578331951511E-01
+2.3319999999999999E+02;	+4.0158493897415619E+00;	+3.7170972410984526E-01
+2.3340000000000001E+02;	+4.0158531623573444E+00;	+3.7137611093279155E-01
+2.3359999999999999E+02;	+4.0158539565922444E+00;	+3.7102028332302073E-01
+2.3380000000000001E+02;	+4.0158537580335194E+00;	+3.7059929998871827E-01
+2.3400000000000000E+02;	+4.0158440286559776E+00;	+3.7019329156218489E-01
+2.3419999999999999E+02;	+4.0158497868590128E+00;	+3.6991080133185261E-01
+2.3440000000000001E+02;	+4.0158535594747944E+00;	+3.6952507349233099E-01
+2.3459999999999999E+02;	+4.0158523681224425E+00;	+3.6913552754718609E-01
+2.3480000000000001E+02;	+4.0158507796526388E+00;	+3.6877260916982935E-01
+2.3500000000000000E+02;	+4.0158553465033222E+00;	+3.6850990366863562E-01
+2.3519999999999999E+02;	+4.0158557436207731E+00;	+3.6808530057185923E-01
+2.3540000000000001E+02;	+4.0158577292080269E+00;	+3.6773581994286469E-01
+2.3559999999999999E+02;	+4.0158551479445972E+00;	+3.6742873516202429E-01
+2.3580000000000001E+02;	+4.0158537580335194E+00;	+3.6707518849846998E-01
+2.3600000000000000E+02;	+4.0158519710049907E+00;	+3.6664671771028307E-01
+2.3619999999999999E+02;	+4.0158624946174362E+00;	+3.6646334946879300E-01
+2.3640000000000001E+02;	+4.0158575306493018E+00;	+3.6601782116976983E-01
+2.3659999999999999E+02;	+4.0158483969479351E+00;	+3.6568901781408553E-01
+2.3680000000000001E+02;	+4.0158541551509703E+00;	+3.6538813125665942E-01
+2.3700000000000000E+02;	+4.0158549493858713E+00;	+3.6502858471284005E-01
+2.3719999999999999E+02;	+4.0158523681224425E+00;	+3.6467364964724086E-01
+2.3740000000000001E+02;	+4.0158517724462657E+00;	+3.6438005220055009E-01
+2.3759999999999999E+02;	+4.0158529637986176E+00;	+3.6404113334425364E-01
+2.3780000000000001E+02;	+4.0158553465033222E+00;	+3.6371768525359932E-01
+2.3800000000000000E+02;	+4.0158519710049925E+00;	+3.6341640200987474E-01
+2.3819999999999999E+02;	+4.0158555450620481E+00;	+3.6312399462207962E-01
+2.3840000000000001E+02;	+4.0158557436207731E+00;	+3.6280312499236572E-01
+2.3859999999999999E+02;	+4.0158593176778288E+00;	+3.6243609099466173E-01
+2.3880000000000001E+02;	+4.0158615018238084E+00;	+3.6214512159469864E-01
+2.3900000000000000E+02;	+4.0158676571442946E+00;	+3.6182821882796995E-01
+2.3919999999999999E+02;	+4.0158646787634140E+00;	+3.6152346457913337E-01
+2.3940000000000001E+02;	+4.0158672600268437E+00;	+3.6118295897764280E-01
+2.3959999999999999E+02;	+4.0158587220016528E+00;	+3.6088504756745560E-01
+2.3980000000000001E+02;	+4.0158650758808649E+00;	+3.6062412715460529E-01
+2.4000000000000000E+02;	+4.0158670614681187E+00;	+3.6033315775464225E-01
+2.4019999999999999E+02;	+3.9895884098442891E+00;	+0.0000000000000000E+00
+2.4040000000000001E+02;	+3.9893280993553559E+00;	+0.0000000000000000E+00
+2.4059999999999999E+02;	+3.9891535662357733E+00;	+0.0000000000000000E+00
+2.4080000000000001E+02;	+3.9890119938645991E+00;	+0.0000000000000000E+00
+2.4100000000000000E+02;	+3.9888996096260514E+00;	+0.0000000000000000E+00
+2.4119999999999999E+02;	+3.9887931821492644E+00;	+0.0000000000000000E+00
+2.4140000000000001E+02;	+3.9887008523419767E+00;	+0.0000000000000000E+00
+2.4159999999999999E+02;	+3.9886164648837030E+00;	+0.0000000000000000E+00
+2.4180000000000001E+02;	+3.9885346586888590E+00;	+0.0000000000000000E+00
+2.4200000000000000E+02;	+3.9884605962843036E+00;	+0.0000000000000000E+00
+2.4219999999999999E+02;	+3.9883861367622977E+00;	+0.0000000000000000E+00
+2.4240000000000001E+02;	+3.9883184282369535E+00;	+0.0000000000000000E+00
+2.4259999999999999E+02;	+3.9882564779146445E+00;	+0.0000000000000000E+00
+2.4280000000000001E+02;	+3.9881998886779200E+00;	+0.0000000000000000E+00
+2.4300000000000000E+02;	+3.9881397253841389E+00;	+0.0000000000000000E+00
+2.4319999999999999E+02;	+3.9880777750618299E+00;	+0.0000000000000000E+00
+2.4340000000000001E+02;	+3.9880231714123586E+00;	+0.0000000000000000E+00
+2.4359999999999999E+02;	+3.9879632066773034E+00;	+0.0000000000000000E+00
+2.4380000000000001E+02;	+3.9879151554657688E+00;	+0.0000000000000000E+00
+2.4400000000000000E+02;	+3.9878591619052202E+00;	+0.0000000000000000E+00
+2.4419999999999999E+02;	+3.9878180602490727E+00;	+0.0000000000000000E+00
+2.4440000000000001E+02;	+3.9877686191264607E+00;	+0.0000000000000000E+00
+2.4459999999999999E+02;	+3.9877193765625738E+00;	+0.0000000000000000E+00
+2.4480000000000001E+02;	+3.9876735094970184E+00;	+0.0000000000000000E+00
+2.4500000000000000E+02;	+3.9876264510791106E+00;	+0.0000000000000000E+00
+2.4519999999999999E+02;	+3.9875891220387447E+00;	+0.0000000000000000E+00
+2.4540000000000001E+02;	+3.9875370996527031E+00;	+0.0000000000000000E+00
+2.4559999999999999E+02;	+3.9874940124093019E+00;	+0.0000000000000000E+00
+2.4580000000000001E+02;	+3.9874568819276619E+00;	+0.0000000000000000E+00
+2.4600000000000000E+02;	+3.9874205456809229E+00;	+0.0000000000000000E+00
+2.4619999999999999E+02;	+3.9873746786153674E+00;	+0.0000000000000000E+00
+2.4640000000000001E+02;	+3.9873371510162756E+00;	+0.0000000000000000E+00
+2.4659999999999999E+02;	+3.9873000205346361E+00;	+0.0000000000000000E+00
+2.4680000000000001E+02;	+3.9872563376150585E+00;	+0.0000000000000000E+00
+2.4700000000000000E+02;	+3.9872140446065596E+00;	+0.0000000000000000E+00
+2.4719999999999999E+02;	+3.9871777083598210E+00;	+0.0000000000000000E+00
+2.4740000000000001E+02;	+3.9871389894083773E+00;	+0.0000000000000000E+00
+2.4759999999999999E+02;	+3.9871048373076170E+00;	+0.0000000000000000E+00
+2.4780000000000001E+02;	+3.9870748549400896E+00;	+0.0000000000000000E+00
+2.4800000000000000E+02;	+3.9870381215758997E+00;	+0.0000000000000000E+00
+2.4819999999999999E+02;	+3.9870017853291611E+00;	+0.0000000000000000E+00
+2.4840000000000001E+02;	+3.9869747813425129E+00;	+0.0000000000000000E+00
+2.4859999999999999E+02;	+3.9869404306830281E+00;	+0.0000000000000000E+00
+2.4880000000000001E+02;	+3.9869044915537390E+00;	+0.0000000000000000E+00
+2.4900000000000000E+02;	+3.9868711336878810E+00;	+0.0000000000000000E+00
+2.4919999999999999E+02;	+3.9868403570854518E+00;	+0.0000000000000000E+00
+2.4940000000000001E+02;	+3.9868095804830226E+00;	+0.0000000000000000E+00
+2.4959999999999999E+02;	+3.9867710600903048E+00;	+0.0000000000000000E+00
+2.4980000000000001E+02;	+3.9867434604274803E+00;	+0.0000000000000000E+00
+2.5000000000000000E+02;	+3.9867180449106367E+00;	+0.0000000000000000E+00
+2.5019999999999999E+02;	+3.9866882611018339E+00;	+0.0000000000000000E+00
+2.5040000000000001E+02;	+3.9866580801755807E+00;	+0.0000000000000000E+00
+2.5059999999999999E+02;	+3.9866265093382505E+00;	+0.0000000000000000E+00
+2.5080000000000001E+02;	+3.9865947399421944E+00;	+0.0000000000000000E+00
+2.5100000000000000E+02;	+3.9865705157777018E+00;	+0.0000000000000000E+00
+2.5119999999999999E+02;	+3.9865411290863499E+00;	+0.0000000000000000E+00
+2.5140000000000001E+02;	+3.9865091611315688E+00;	+0.0000000000000000E+00
+2.5159999999999999E+02;	+3.9864799729989424E+00;	+0.0000000000000000E+00
+2.5180000000000001E+02;	+3.9864535646884711E+00;	+0.0000000000000000E+00
+2.5200000000000000E+02;	+3.9864291419652527E+00;	+0.0000000000000000E+00
+2.5219999999999999E+02;	+3.9864003509500772E+00;	+0.0000000000000000E+00
+2.5240000000000001E+02;	+3.9863693757889229E+00;	+0.0000000000000000E+00
+2.5259999999999999E+02;	+3.9863443573895290E+00;	+0.0000000000000000E+00
+2.5280000000000001E+02;	+3.9863177505203318E+00;	+0.0000000000000000E+00
+2.5300000000000000E+02;	+3.9862877681528044E+00;	+0.0000000000000000E+00
+2.5319999999999999E+02;	+3.9862617569597831E+00;	+0.0000000000000000E+00
+2.5340000000000001E+02;	+3.9862432909983254E+00;	+0.0000000000000000E+00
+2.5359999999999999E+02;	+3.9862166841291291E+00;	+0.0000000000000000E+00
+2.5380000000000001E+02;	+3.9861849147330730E+00;	+0.0000000000000000E+00
+2.5400000000000000E+02;	+3.9861557266004470E+00;	+0.0000000000000000E+00
+2.5419999999999999E+02;	+3.9861269355852706E+00;	+0.0000000000000000E+00
+2.5440000000000001E+02;	+3.9861080725063629E+00;	+0.0000000000000000E+00
+2.5459999999999999E+02;	+3.9860834512244190E+00;	+0.0000000000000000E+00
+2.5480000000000001E+02;	+3.9860614112059061E+00;	+0.0000000000000000E+00
+2.5500000000000000E+02;	+3.9860373856001385E+00;	+0.0000000000000000E+00
+2.5519999999999999E+02;	+3.9860139556705469E+00;	+0.0000000000000000E+00
+2.5540000000000001E+02;	+3.9859909228584072E+00;	+0.0000000000000000E+00
+2.5559999999999999E+02;	+3.9859688828398929E+00;	+0.0000000000000000E+00
+2.5580000000000001E+02;	+3.9859434673230481E+00;	+0.0000000000000000E+00
+2.5600000000000000E+02;	+3.9859230157743375E+00;	+0.0000000000000000E+00
+2.5619999999999999E+02;	+3.9858964089051399E+00;	+0.0000000000000000E+00
+2.5639999999999998E+02;	+3.9858745674453520E+00;	+0.0000000000000000E+00
+2.5660000000000002E+02;	+3.9858497476046835E+00;	+0.0000000000000000E+00
+2.5680000000000001E+02;	+3.9858279061448947E+00;	+0.0000000000000000E+00
+2.5700000000000000E+02;	+3.9858072560374587E+00;	+0.0000000000000000E+00
+2.5719999999999999E+02;	+3.9857877972823741E+00;	+0.0000000000000000E+00
+2.5739999999999998E+02;	+3.9857641687940575E+00;	+0.0000000000000000E+00
+2.5760000000000002E+02;	+3.9857453057151493E+00;	+0.0000000000000000E+00
+2.5780000000000001E+02;	+3.9857222729030091E+00;	+0.0000000000000000E+00
+2.5800000000000000E+02;	+3.9856986444146920E+00;	+0.0000000000000000E+00
+2.5819999999999999E+02;	+3.9856746188089249E+00;	+0.0000000000000000E+00
+2.5839999999999998E+02;	+3.9856515859967843E+00;	+0.0000000000000000E+00
+2.5860000000000002E+02;	+3.9856265675973908E+00;	+0.0000000000000000E+00
+2.5880000000000001E+02;	+3.9856096901057363E+00;	+0.0000000000000000E+00
+2.5900000000000000E+02;	+3.9855866572935952E+00;	+0.0000000000000000E+00
+2.5919999999999999E+02;	+3.9855709711542926E+00;	+0.0000000000000000E+00
+2.5939999999999998E+02;	+3.9855491296945034E+00;	+0.0000000000000000E+00
+2.5960000000000002E+02;	+3.9855237141776598E+00;	+0.0000000000000000E+00
+2.5980000000000001E+02;	+3.9855094179494341E+00;	+0.0000000000000000E+00
+2.6000000000000000E+02;	+3.9854879736070963E+00;	+0.0000000000000000E+00
+2.6019999999999999E+02;	+3.9854655364711320E+00;	+0.0000000000000000E+00
+2.6039999999999998E+02;	+3.9854542186237869E+00;	+0.0000000000000000E+00
+2.6060000000000002E+02;	+3.9854313843703721E+00;	+0.0000000000000000E+00
+2.6080000000000001E+02;	+3.9854135140850904E+00;	+0.0000000000000000E+00
+2.6100000000000000E+02;	+3.9853990192981397E+00;	+0.0000000000000000E+00
+2.6119999999999999E+02;	+3.9853845245111894E+00;	+0.0000000000000000E+00
+2.6139999999999998E+02;	+3.9853597046705200E+00;	+0.0000000000000000E+00
+2.6160000000000002E+02;	+3.9853384588869076E+00;	+0.0000000000000000E+00
+2.6180000000000001E+02;	+3.9853170145445702E+00;	+0.0000000000000000E+00
+2.6200000000000000E+02;	+3.9852955702022328E+00;	+0.0000000000000000E+00
+2.6219999999999999E+02;	+3.9852763100058737E+00;	+0.0000000000000000E+00
+2.6239999999999998E+02;	+3.9852610209840216E+00;	+0.0000000000000000E+00
+2.6260000000000002E+02;	+3.9852379881718818E+00;	+0.0000000000000000E+00
+2.6280000000000001E+02;	+3.9852258760896349E+00;	+0.0000000000000000E+00
+2.6300000000000000E+02;	+3.9852121755375864E+00;	+0.0000000000000000E+00
+2.6319999999999999E+02;	+3.9851897384016213E+00;	+0.0000000000000000E+00
+2.6339999999999998E+02;	+3.9851766335257484E+00;	+0.0000000000000000E+00
+2.6360000000000002E+02;	+3.9851551891834105E+00;	+0.0000000000000000E+00
+2.6380000000000001E+02;	+3.9851412900726366E+00;	+0.0000000000000000E+00
+2.6400000000000000E+02;	+3.9851275895205869E+00;	+0.0000000000000000E+00
+2.6419999999999999E+02;	+3.9851011812101151E+00;	+0.0000000000000000E+00
+2.6439999999999998E+02;	+3.9850864878644394E+00;	+0.0000000000000000E+00
+2.6460000000000002E+02;	+3.9850664334331793E+00;	+0.0000000000000000E+00
+2.6480000000000001E+02;	+3.9850531299985814E+00;	+0.0000000000000000E+00
+2.6500000000000000E+02;	+3.9850362525069261E+00;	+0.0000000000000000E+00
+2.6519999999999999E+02;	+3.9850177865454683E+00;	+0.0000000000000000E+00
+2.6539999999999998E+02;	+3.9849975335554824E+00;	+0.0000000000000000E+00
+2.6560000000000002E+02;	+3.9849887969715678E+00;	+0.0000000000000000E+00
+2.6580000000000001E+02;	+3.9849697353339337E+00;	+0.0000000000000000E+00
+2.6600000000000000E+02;	+3.9849596088389414E+00;	+0.0000000000000000E+00
+2.6619999999999999E+02;	+3.9849399515251318E+00;	+0.0000000000000000E+00
+2.6639999999999998E+02;	+3.9849254567381815E+00;	+0.0000000000000000E+00
+2.6660000000000002E+02;	+3.9849067922179984E+00;	+0.0000000000000000E+00
+2.6680000000000001E+02;	+3.9848922974310477E+00;	+0.0000000000000000E+00
+2.6700000000000000E+02;	+3.9848766112917455E+00;	+0.0000000000000000E+00
+2.6719999999999999E+02;	+3.9848581453302874E+00;	+0.0000000000000000E+00
+2.6739999999999998E+02;	+3.9848422606322598E+00;	+0.0000000000000000E+00
+2.6760000000000002E+02;	+3.9848265744929567E+00;	+0.0000000000000000E+00
+2.6780000000000001E+02;	+3.9848130724996338E+00;	+0.0000000000000000E+00
+2.6800000000000000E+02;	+3.9847961950079789E+00;	+0.0000000000000000E+00
+2.6819999999999999E+02;	+3.9847809059861263E+00;	+0.0000000000000000E+00
+2.6839999999999998E+02;	+3.9847681982277048E+00;	+0.0000000000000000E+00
+2.6860000000000002E+02;	+3.9847477466789933E+00;	+0.0000000000000000E+00
+2.6880000000000001E+02;	+3.9847298763937125E+00;	+0.0000000000000000E+00
+2.6900000000000000E+02;	+3.9847203455748947E+00;	+0.0000000000000000E+00
+2.6919999999999999E+02;	+3.9847052551117685E+00;	+0.0000000000000000E+00
+2.6939999999999998E+02;	+3.9846921502358956E+00;	+0.0000000000000000E+00
+2.6960000000000002E+02;	+3.9846770597727690E+00;	+0.0000000000000000E+00
+2.6980000000000001E+02;	+3.9846577995764103E+00;	+0.0000000000000000E+00
+2.7000000000000000E+02;	+3.9846546226368047E+00;	+0.0000000000000000E+00
+2.7019999999999999E+02;	+4.0258287527189021E+00;	+5.6227509469968051E-01
+2.7039999999999998E+02;	+4.0258368936266420E+00;	+5.5662112488690063E-01
+2.7060000000000002E+02;	+4.0258376878615438E+00;	+5.5263651018986015E-01
+2.7080000000000001E+02;	+4.0258398720075226E+00;	+5.4947997814097638E-01
+2.7100000000000000E+02;	+4.0258382835377198E+00;	+5.4677432965614570E-01
+2.7119999999999999E+02;	+4.0258386806551707E+00;	+5.4440036050266361E-01
+2.7139999999999998E+02;	+4.0258372907440929E+00;	+5.4216567782574865E-01
+2.7160000000000002E+02;	+4.0258416590360504E+00;	+5.4016776728326188E-01
+2.7180000000000001E+02;	+4.0258434460645782E+00;	+5.3820927744169023E-01
+2.7200000000000000E+02;	+4.0258507927374163E+00;	+5.3648096482483376E-01
+2.7219999999999999E+02;	+4.0258480129152607E+00;	+5.3476792463047029E-01
+2.7239999999999998E+02;	+4.0258499985025145E+00;	+5.3314894867464291E-01
+2.7260000000000002E+02;	+4.0258501970612413E+00;	+5.3162800382033693E-01
+2.7280000000000001E+02;	+4.0258529768833951E+00;	+5.3011038121378096E-01
+2.7300000000000000E+02;	+4.0258577422928044E+00;	+5.2872093786743368E-01
+2.7319999999999999E+02;	+4.0258472186803598E+00;	+5.2723832282672201E-01
+2.7339999999999998E+02;	+4.0258424532709522E+00;	+5.2591507650643987E-01
+2.7360000000000002E+02;	+4.0258539696770219E+00;	+5.2467042365905192E-01
+2.7380000000000001E+02;	+4.0258472186803598E+00;	+5.2330780622364181E-01
+2.7400000000000000E+02;	+4.0258480129152616E+00;	+5.2204312071817849E-01
+2.7419999999999999E+02;	+4.0258565509404507E+00;	+5.2094301044081293E-01
+2.7439999999999998E+02;	+4.0258511898548672E+00;	+5.1971179534178713E-01
+2.7460000000000002E+02;	+4.0258525797659450E+00;	+5.1859264412209261E-01
+2.7480000000000001E+02;	+4.0258482114739866E+00;	+5.1739157718175421E-01
+2.7500000000000000E+02;	+4.0258466230041847E+00;	+5.1626716986860444E-01
+2.7519999999999999E+02;	+4.0258448359756560E+00;	+5.1518337331526542E-01
+2.7539999999999998E+02;	+4.0258511898548672E+00;	+5.1421372324432513E-01
+2.7560000000000002E+02;	+4.0258444388582051E+00;	+5.1312779450213153E-01
+2.7580000000000001E+02;	+4.0258360993917401E+00;	+5.1201751913836635E-01
+2.7600000000000000E+02;	+4.0258436446233041E+00;	+5.1107414953470287E-01
+2.7619999999999999E+02;	+4.0258494028263385E+00;	+5.1005734338002606E-01
+2.7639999999999998E+02;	+4.0258478143565366E+00;	+5.0908799082380962E-01
+2.7660000000000002E+02;	+4.0258513884135922E+00;	+5.0817313304785205E-01
+2.7680000000000001E+02;	+4.0258503956199663E+00;	+5.0728822508743254E-01
+2.7700000000000000E+02;	+4.0258509912961413E+00;	+5.0631594696976445E-01
+2.7719999999999999E+02;	+4.0258472186803607E+00;	+5.0534004908962238E-01
+2.7739999999999998E+02;	+4.0258462258867329E+00;	+5.0440902634700024E-01
+2.7760000000000002E+02;	+4.0258519840897682E+00;	+5.0358853032430273E-01
+2.7780000000000001E+02;	+4.0258476157978107E+00;	+5.0272033277420836E-01
+2.7800000000000000E+02;	+4.0258507927374163E+00;	+5.0180755760131801E-01
+2.7819999999999999E+02;	+4.0258488071501626E+00;	+5.0094188892637670E-01
+2.7839999999999998E+02;	+4.0258486085914376E+00;	+5.0012178958997766E-01
+2.7860000000000002E+02;	+4.0258513884135922E+00;	+4.9930585545971312E-01
+2.7880000000000001E+02;	+4.0258523812072191E+00;	+4.9852988747402421E-01
+2.7900000000000000E+02;	+4.0258517855310432E+00;	+4.9769109429580749E-01
+2.7919999999999999E+02;	+4.0258539696770219E+00;	+4.9686668099591208E-01
+2.7939999999999998E+02;	+4.0258597278800563E+00;	+4.9616434790438563E-01
+2.7960000000000002E+02;	+4.0258488071501626E+00;	+4.9529778668527263E-01
+2.7980000000000001E+02;	+4.0258579408515294E+00;	+4.9456565253557000E-01
+2.8000000000000000E+02;	+4.0258539696770219E+00;	+4.9370811592974828E-01
+2.8019999999999999E+02;	+4.0258631033783878E+00;	+4.9310787997430294E-01
+2.8039999999999998E+02;	+4.0258555581468256E+00;	+4.9224954999588416E-01
+2.8060000000000002E+02;	+4.0258607206736841E+00;	+4.9162362860260983E-01
+2.8080000000000001E+02;	+4.0258533740008460E+00;	+4.9080799198706915E-01
+2.8100000000000000E+02;	+4.0258497999437903E+00;	+4.9005651938031375E-01
+2.8119999999999999E+02;	+4.0258496013850644E+00;	+4.8933782297897349E-01
+2.8139999999999998E+02;	+4.0258553595880988E+00;	+4.8874690915154329E-01
+2.8160000000000002E+02;	+4.0258579408515294E+00;	+4.8799702328998190E-01
+2.8180000000000001E+02;	+4.0258545653531979E+00;	+4.8722209660582672E-01
+2.8200000000000000E+02;	+4.0258710457274018E+00;	+4.8669539637296905E-01
+2.8219999999999999E+02;	+4.0258549624706488E+00;	+4.8589929655763048E-01
+2.8239999999999998E+02;	+4.0258591322038813E+00;	+4.8524952440065766E-01
+2.8260000000000002E+02;	+4.0258555581468247E+00;	+4.8460218194726329E-01
+2.8280000000000001E+02;	+4.0258567494991766E+00;	+4.8392310458998744E-01
+2.8300000000000000E+02;	+4.0258529768833951E+00;	+4.8330234011859385E-01
+2.8319999999999999E+02;	+4.0258480129152607E+00;	+4.8262063471459032E-01
+2.8339999999999998E+02;	+4.0258650889656415E+00;	+4.8203170431865278E-01
+2.8360000000000002E+02;	+4.0258593307626063E+00;	+4.8137930411495217E-01
+2.8380000000000001E+02;	+4.0258496013850644E+00;	+4.8077296910766720E-01
+2.8400000000000000E+02;	+4.0258507927374163E+00;	+4.8008913151480920E-01
+2.8419999999999999E+02;	+4.0258587350864294E+00;	+4.7950555638390163E-01
+2.8439999999999998E+02;	+4.0258605221149582E+00;	+4.7893988172221463E-01
+2.8460000000000002E+02;	+4.0258541682357478E+00;	+4.7826273821064413E-01
+2.8480000000000001E+02;	+4.0258523812072191E+00;	+4.7769805526470349E-01
+2.8500000000000000E+02;	+4.0258603235562331E+00;	+4.7718419775076049E-01
+2.8519999999999999E+02;	+4.0258621105847610E+00;	+4.7653581399583250E-01
+2.8539999999999998E+02;	+4.0258599264387822E+00;	+4.7591822301482706E-01
+2.8560000000000002E+02;	+4.0258555581468247E+00;	+4.7530092954854536E-01
+2.8580000000000001E+02;	+4.0258573451753525E+00;	+4.7473763500464955E-01
+2.8600000000000000E+02;	+4.0258509912961413E+00;	+4.7415366318744345E-01
+2.8619999999999999E+02;	+4.0258517855310432E+00;	+4.7357524497841658E-01
+2.8639999999999998E+02;	+4.0258519840897682E+00;	+4.7308072592152639E-01
+2.8660000000000002E+02;	+4.0258533740008451E+00;	+4.7244151553725167E-01
+2.8680000000000001E+02;	+4.0258533740008451E+00;	+4.7193385624672302E-01
+2.8700000000000000E+02;	+4.0258501970612395E+00;	+4.7134452916448694E-01
+2.8719999999999999E+02;	+4.0258478143565357E+00;	+4.7081569674277485E-01
+2.8739999999999998E+02;	+4.0258529768833951E+00;	+4.7030154171410793E-01
+2.8760000000000002E+02;	+4.0258551610293738E+00;	+4.6976492432378752E-01
+2.8780000000000001E+02;	+4.0258543667944728E+00;	+4.6919483652702954E-01
+2.8800000000000000E+02;	+4.0258539696770219E+00;	+4.6865345890112686E-01
+2.8819999999999999E+02;	+4.0258591322038813E+00;	+4.6818869131662549E-01
+2.8839999999999998E+02;	+4.0258583379689794E+00;	+4.6766238777006652E-01
+2.8860000000000002E+02;	+4.0258599264387831E+00;	+4.6717456279446373E-01
+2.8880000000000001E+02;	+4.0258531754421210E+00;	+4.6666685391814777E-01
+2.8900000000000000E+02;	+4.0258515869723182E+00;	+4.6615631865195484E-01
+2.8919999999999999E+02;	+4.0258488071501626E+00;	+4.6563983309128415E-01
+2.8939999999999998E+02;	+4.0258577422928035E+00;	+4.6516876811179381E-01
+2.8960000000000002E+02;	+4.0258549624706488E+00;	+4.6466329059590700E-01
+2.8980000000000001E+02;	+4.0258547639119238E+00;	+4.6418498609146869E-01
+2.9000000000000000E+02;	+4.0258507927374163E+00;	+4.6363493095278602E-01
+2.9019999999999999E+02;	+4.0258617134673100E+00;	+4.6321751779517023E-01
+2.9039999999999998E+02;	+4.0258551610293738E+00;	+4.6269661909942844E-01
